Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,"nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)",2/24,0.0443134893314436,0.1438190915888741,0,0,6.418051482567612,20.001640186039108,IRAK2;TNFAIP3
GO_Biological_Process_2021,negative regulation of lipid metabolic process (GO:0045833),2/24,0.0443134893314436,0.1438190915888741,0,0,6.418051482567612,20.001640186039108,IL1B;TNF
GO_Biological_Process_2021,purine ribonucleotide catabolic process (GO:0009154),2/24,0.0443134893314436,0.1438190915888741,0,0,6.418051482567612,20.001640186039108,AMPD3;XDH
GO_Biological_Process_2021,carbohydrate biosynthetic process (GO:0016051),2/24,0.0443134893314436,0.1438190915888741,0,0,6.418051482567612,20.001640186039108,FUT1;B4GALNT2
GO_Biological_Process_2021,regulation of axon extension involved in axon guidance (GO:0048841),2/24,0.0443134893314436,0.1438190915888741,0,0,6.418051482567612,20.001640186039108,SEMA7A;VEGFA
KEGG_2021_Human,Steroid hormone biosynthesis,3/61,0.0544340410226967,0.1462504957597755,0,0,3.658087323244852,10.647834620588997,HSD11B1;CYP1A1;CYP1B1
GO_Biological_Process_2021,regulation of intracellular signal transduction (GO:1902531),11/437,0.0455423504954686,0.1476026317997183,0,0,1.84509650495566,5.699710872398656,AKAP12;NFKBIA;IL1B;RASGRF2;PRDM1;TRAF1;TNF;GBP1;VAV1;VEGFA;BIRC3
GO_Biological_Process_2021,positive regulation of interferon-gamma production (GO:0032729),3/57,0.0460732177416515,0.148705282090296,0,0,3.929856115107914,12.09422438023228,IL23A;IL1B;RASGRP1
GO_Biological_Process_2021,cellular response to peptide (GO:1901653),3/57,0.0460732177416515,0.148705282090296,0,0,3.929856115107914,12.09422438023228,FYN;ADRB2;ICAM1
GO_Biological_Process_2021,arachidonic acid metabolic process (GO:0019369),3/57,0.0460732177416515,0.148705282090296,0,0,3.929856115107914,12.09422438023228,PLA2G4C;CYP1A1;CYP1B1
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),13/547,0.0461962739149645,0.1488970812135221,0,0,1.7427259768572867,5.358631662152833,CSF2;PDGFB;SAMD4A;TNF;RUNX2;EREG;LOXL2;BMP2;IFI16;IRF1;ANKRD1;L3MBTL4;NKX3-1
GO_Biological_Process_2021,regulation of protein processing (GO:0070613),2/25,0.0477302892367681,0.1525804328060619,0,0,6.138694093813308,18.67506818756704,CCBE1;CHAC1
GO_Biological_Process_2021,in utero embryonic development (GO:0001701),2/25,0.0477302892367681,0.1525804328060619,0,0,6.138694093813308,18.67506818756704,BMP2;VEGFA
GO_Biological_Process_2021,negative regulation of ion transport (GO:0043271),2/25,0.0477302892367681,0.1525804328060619,0,0,6.138694093813308,18.67506818756704,NEDD4;STC1
GO_Biological_Process_2021,positive regulation of T cell migration (GO:2000406),2/25,0.0477302892367681,0.1525804328060619,0,0,6.138694093813308,18.67506818756704,CCL20;CCL5
GO_Biological_Process_2021,regulation of heterotypic cell-cell adhesion (GO:0034114),2/25,0.0477302892367681,0.1525804328060619,0,0,6.138694093813308,18.67506818756704,IL1B;TNF
GO_Biological_Process_2021,receptor catabolic process (GO:0032801),2/25,0.0477302892367681,0.1525804328060619,0,0,6.138694093813308,18.67506818756704,NEDD4;VLDLR
GO_Biological_Process_2021,regulation of calcium ion transport (GO:0051924),3/58,0.0480991348626394,0.1527163847741875,0,0,3.858207979071288,11.707697729129585,CCL5;STC1;ANK2
GO_Biological_Process_2021,positive regulation of protein binding (GO:0032092),3/58,0.0480991348626394,0.1527163847741875,0,0,3.858207979071288,11.707697729129585,BMP2;DTX3L;MMP9
GO_Biological_Process_2021,regulation of phagocytosis (GO:0050764),3/58,0.0480991348626394,0.1527163847741875,0,0,3.858207979071288,11.707697729129585,IL1B;TNF;TLR2
GO_Biological_Process_2021,receptor metabolic process (GO:0043112),3/58,0.0480991348626394,0.1527163847741875,0,0,3.858207979071288,11.707697729129585,MX2;NEDD4;MX1
GO_Biological_Process_2021,calcium ion homeostasis (GO:0055074),4/97,0.0479456300978026,0.1527163847741875,0,0,3.047397228368464,9.257040822764909,STC2;CCL5;STC1;ANK2
GO_Biological_Process_2021,positive regulation of cellular catabolic process (GO:0031331),5/141,0.0490681799635047,0.1555820340306248,0,0,2.608562446717817,7.8636276293097875,DTX3L;IL1B;TRIM14;TNFRSF1B;TNF
GO_Biological_Process_2021,regulation of neuron apoptotic process (GO:0043523),4/98,0.0494568398973535,0.1563905477835232,0,0,3.01482448728781,9.064536850559794,UNC5B;CCL2;SOD2;TNF
GO_Biological_Process_2021,negative regulation of neuron death (GO:1901215),4/98,0.0494568398973535,0.1563905477835232,0,0,3.01482448728781,9.064536850559794,UNC5B;CCL2;TNFRSF1B;SOD2
GO_Biological_Process_2021,response to reactive oxygen species (GO:0000302),3/59,0.050168155542775,0.1584257543456054,0,0,3.789118705035971,11.338463347271652,FYN;SOD2;MMP9
GO_Biological_Process_2021,protein localization to organelle (GO:0033365),5/142,0.0503019651265695,0.1586342296444377,0,0,2.5893896117634614,7.741526953891683,PPP1R15A;GBP5;LAMP3;ANK2;GBP1
KEGG_2021_Human,Pathogenic Escherichia coli infection,6/197,0.0600649090641391,0.1594580323964645,0,0,2.230709186101856,6.273489213785265,NFKBIA;IL6;IL1B;NLRP3;FYN;TNF
GO_Biological_Process_2021,regulation of synapse organization (GO:0050807),2/26,0.0512397437484225,0.1600814424183027,0,0,5.882616487455197,17.478664253150303,NEDD4;TNF
GO_Biological_Process_2021,positive regulation of interleukin-2 production (GO:0032743),2/26,0.0512397437484225,0.1600814424183027,0,0,5.882616487455197,17.478664253150303,IL1A;IL1B
GO_Biological_Process_2021,organelle fission (GO:0048285),2/26,0.0512397437484225,0.1600814424183027,0,0,5.882616487455197,17.478664253150303,MX2;MX1
GO_Biological_Process_2021,regulation of viral life cycle (GO:1903900),2/26,0.0512397437484225,0.1600814424183027,0,0,5.882616487455197,17.478664253150303,LAMP3;TRIM14
GO_Biological_Process_2021,regulation of potassium ion transmembrane transporter activity (GO:1901016),2/26,0.0512397437484225,0.1600814424183027,0,0,5.882616487455197,17.478664253150303,NEDD4;ANK2
GO_Biological_Process_2021,cellular response to drug (GO:0035690),2/26,0.0512397437484225,0.1600814424183027,0,0,5.882616487455197,17.478664253150303,IL1B;NKX3-1
GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087),6/189,0.0510848656524755,0.1600814424183027,0,0,2.3291803278688525,6.927604178832631,CCL20;CCL5;CCL2;RASGRP1;CX3CL1;VAV1
GO_Biological_Process_2021,negative regulation of DNA-binding transcription factor activity (GO:0043433),5/143,0.0515538672185972,0.1606338872057492,0,0,2.570494643982357,7.621845777784812,NFKBIA;IRAK2;CYP1B1;NLRP3;TNFAIP3
GO_Biological_Process_2021,nitrogen compound transport (GO:0071705),5/143,0.0515538672185972,0.1606338872057492,0,0,2.570494643982357,7.621845777784812,ARRDC4;SLC6A15;ARRDC3;TXNIP;SLC15A3
KEGG_2021_Human,"Parathyroid hormone synthesis, secretion and action",4/106,0.0624781803918258,0.163913343851496,0,0,2.777235081758335,7.701100406877157,MMP13;RUNX2;CREB5;HBEGF
GO_Biological_Process_2021,negative regulation of Wnt signaling pathway (GO:0030178),6/191,0.0532473343169671,0.1656898434863074,0,0,2.303764127764128,6.7564967937389895,GREM1;BMP2;GRB10;SNAI2;TRABD2B;RBMS3
GO_Biological_Process_2021,positive regulation of mitotic cell cycle (GO:0045931),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,ASNS;NKX3-1
GO_Biological_Process_2021,positive regulation of striated muscle cell differentiation (GO:0051155),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,GREM1;MYOCD
GO_Biological_Process_2021,positive regulation of nitric oxide biosynthetic process (GO:0045429),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,IL1B;TNF
GO_Biological_Process_2021,regulation of cardiac muscle cell contraction (GO:0086004),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,STC1;ANK2
GO_Biological_Process_2021,regulation of epidermal growth factor-activated receptor activity (GO:0007176),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,EREG;HBEGF
GO_Biological_Process_2021,camera-type eye development (GO:0043010),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,CYP1B1;VEGFA
GO_Biological_Process_2021,regulation of blood coagulation (GO:0030193),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,FAP;SERPINE1
GO_Biological_Process_2021,negative regulation of catalytic activity (GO:0043086),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,IFIT1;PARP9
GO_Biological_Process_2021,response to glucocorticoid (GO:0051384),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,IL6;TNF
GO_Biological_Process_2021,positive regulation of calcium ion transmembrane transport (GO:1904427),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,ANK2;CX3CL1
GO_Biological_Process_2021,acute inflammatory response (GO:0002526),2/27,0.0548385954220207,0.1681812756061974,0,0,5.647025089605735,16.395352619591588,IL6;VNN1
GO_Biological_Process_2021,regulation of protein catabolic process (GO:0042176),4/102,0.0557613768660727,0.1705642115903401,0,0,2.89118102114492,8.34589656295132,TIPARP;NEDD4;TNFAIP3;TNF
GO_Biological_Process_2021,positive regulation of cellular protein metabolic process (GO:0032270),4/102,0.0557613768660727,0.1705642115903401,0,0,2.89118102114492,8.34589656295132,NFKBIA;IL6;SAMD4A;INHBA
KEGG_2021_Human,"Neomycin, kanamycin and gentamicin biosynthesis",1/5,0.0683098854719964,0.1711584770815191,0,0,17.602678571428573,47.240322332490905,HK2
KEGG_2021_Human,Acute myeloid leukemia,3/67,0.0682254276080357,0.1711584770815191,0,0,3.314129946043165,8.898233246103892,STAT5A;CSF2;BCL2A1
KEGG_2021_Human,Non-alcoholic fatty liver disease,5/155,0.0679890246000488,0.1711584770815191,0,0,2.363405797101449,6.353801391409974,IL1A;IL6;IL1B;NDUFA4L2;TNF
KEGG_2021_Human,HIF-1 signaling pathway,4/109,0.0677829309121195,0.1711584770815191,0,0,2.6974729241877258,7.260099669676898,IL6;SERPINE1;HK2;VEGFA
KEGG_2021_Human,Cellular senescence,5/156,0.0694758491566528,0.1721457151325955,0,0,2.34763412995489,6.260614544586392,IL1A;IL6;GADD45A;SERPINE1;ETS1
KEGG_2021_Human,Adipocytokine signaling pathway,3/69,0.0731421038477629,0.1753837543876466,0,0,3.213374754741661,8.40410320597618,NFKBIA;TNFRSF1B;TNF
KEGG_2021_Human,Renal cell carcinoma,3/69,0.0731421038477629,0.1753837543876466,0,0,3.213374754741661,8.40410320597618,PDGFB;ETS1;VEGFA
KEGG_2021_Human,MicroRNAs in cancer,8/310,0.0721881583049709,0.1753837543876466,0,0,1.8840938311136988,4.952301556962929,ZEB2;PLAU;ITGB3;PDGFB;CYP1B1;HOXD10;MMP9;VEGFA
GO_Biological_Process_2021,nucleotide-binding oligomerization domain containing signaling pathway (GO:0070423),2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,IRAK2;TNFAIP3
GO_Biological_Process_2021,negative regulation of phosphatase activity (GO:0010923),2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,PPP1R15A;PPP4R4
GO_Biological_Process_2021,positive regulation of monooxygenase activity (GO:0032770),2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,IL1B;TNF
GO_Biological_Process_2021,positive regulation of fibroblast proliferation (GO:0048146),2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,PDGFB;EREG
GO_Biological_Process_2021,positive regulation of response to wounding (GO:1903036),2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,DUOX2;HBEGF
GO_Biological_Process_2021,positive regulation of nitric oxide metabolic process (GO:1904407),2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,IL1B;TNF
GO_Biological_Process_2021,sarcomere organization (GO:0045214),2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,ANKRD1;MYPN
GO_Biological_Process_2021,"regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)",2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,ANKRD1;SNAI2
GO_Biological_Process_2021,cellular response to interleukin-6 (GO:0071354),2/28,0.0585236595053299,0.1769319938533231,0,0,5.429556106975462,15.410840333611906,IL6;STAT1
GO_Biological_Process_2021,negative regulation of endopeptidase activity (GO:0010951),3/63,0.0588677895199704,0.1777427451312655,0,0,3.5357913669064747,10.014991876246087,SERPINA3;IFI16;SERPINE1
GO_Biological_Process_2021,steroid metabolic process (GO:0008202),4/104,0.0590685652385493,0.1778898875909981,0,0,2.833068592057762,8.014910795541256,HSD11B1;CYP1A1;CYP1B1;DHRS2
GO_Biological_Process_2021,regulation of insulin secretion (GO:0050796),4/104,0.0590685652385493,0.1778898875909981,0,0,2.833068592057762,8.014910795541256,IL6;IL1B;CCL5;TNF
KEGG_2021_Human,Prolactin signaling pathway,3/70,0.0756582430478024,0.1794871085070207,0,0,3.1652528723290025,8.171191707881633,STAT5A;STAT1;IRF1
KEGG_2021_Human,Rap1 signaling pathway,6/210,0.0765404215676587,0.179668568521978,0,0,2.0871657754010697,5.363883071935636,FGF19;ITGB3;PDGFB;VAV1;VEGFA;RASGRP3
GO_Biological_Process_2021,regulation of T-helper 1 cell cytokine production (GO:2000554),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,IL1B
GO_Biological_Process_2021,regulation of germinal center formation (GO:0002634),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,TNFAIP3
GO_Biological_Process_2021,BMP signaling pathway involved in heart development (GO:0061312),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,BMP2
GO_Biological_Process_2021,regulation of basement membrane assembly involved in embryonic body morphogenesis (GO:1904259),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,PHLDB2
GO_Biological_Process_2021,regulation of astrocyte activation (GO:0061888),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,IL6
GO_Biological_Process_2021,regulation of NK T cell proliferation (GO:0051140),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,IL23A
GO_Biological_Process_2021,SA node cell to atrial cardiac muscle cell signaling (GO:0086018),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,ANK2
GO_Biological_Process_2021,inosine metabolic process (GO:0046102),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,XDH
GO_Biological_Process_2021,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway (GO:0038033),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,VEGFA
GO_Biological_Process_2021,protein K29-linked deubiquitination (GO:0035523),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,TNFAIP3
GO_Biological_Process_2021,positive regulation of vascular associated smooth muscle cell apoptotic process (GO:1905461),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,SOD2
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061419),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,VEGFA
GO_Biological_Process_2021,positive regulation of T-helper 1 cell cytokine production (GO:2000556),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,IL1B
GO_Biological_Process_2021,regulation of glomerular mesangial cell proliferation (GO:0072124),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,PDGFB
GO_Biological_Process_2021,uridine transport (GO:0015862),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,SLC28A3
GO_Biological_Process_2021,metanephric mesenchymal cell differentiation (GO:0072162),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,STAT1
GO_Biological_Process_2021,regulation of retinal ganglion cell axon guidance (GO:0090259),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,VEGFA
GO_Biological_Process_2021,regulation of receptor catabolic process (GO:2000644),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,DTX3L
GO_Biological_Process_2021,regulation of phosphatidylinositol biosynthetic process (GO:0010511),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,PDGFB
GO_Biological_Process_2021,regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070424),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,BIRC3
GO_Biological_Process_2021,DNA protection (GO:0042262),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,CBS
GO_Biological_Process_2021,salivary gland development (GO:0007431),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,NKX3-1
GO_Biological_Process_2021,negative regulation of myosin-light-chain-phosphatase activity (GO:0035509),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,TNF
GO_Biological_Process_2021,negative regulation of macrophage differentiation (GO:0045650),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,INHBA
GO_Biological_Process_2021,positive regulation of cell cycle (GO:0045787),3/66,0.0658258563047015,0.1826801508622532,0,0,3.366906474820144,9.16048575800539,PDGFB;ASNS;NKX3-1
GO_Biological_Process_2021,negative regulation of B cell differentiation (GO:0045578),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,INHBA
GO_Biological_Process_2021,positive regulation of cell death (GO:0010942),3/66,0.0658258563047015,0.1826801508622532,0,0,3.366906474820144,9.16048575800539,FYN;TNF;NKX3-1
GO_Biological_Process_2021,vascular endothelial growth factor receptor-2 signaling pathway (GO:0036324),1/5,0.0683098854719964,0.1826801508622532,0,0,17.602678571428573,47.240322332490905,VEGFA
